2021-02-12 15:53:08.370 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(178) - Start==>
2021-02-12 15:53:15.651 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.Encounter.effectiveTime.low:20200919052907
2021-02-12 15:53:15.651 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.Encounter.effectiveTime.high:20200919055907
2021-02-12 15:53:15.651 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.Encounter.text:#encounters-desc-21
2021-02-12 15:53:15.651 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.title:Vital_Signs
2021-02-12 15:53:15.651 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.code:8716-3
2021-02-12 15:53:15.651 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.codeDisplay:Vital_signs
2021-02-12 15:53:15.651 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.title:Plan_of_Care
2021-02-12 15:53:15.651 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.code:18776-5
2021-02-12 15:53:15.651 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.codeDisplay:Treatment_plan
2021-02-12 15:53:15.652 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.title:Allergies_and_Adverse_Reactions
2021-02-12 15:53:15.652 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.code:48765-2
2021-02-12 15:53:15.652 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.codeDisplay:Allergies
2021-02-12 15:53:15.652 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.Act.Observation.code:ASSERTION
2021-02-12 15:53:15.652 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(110) - Section.Act.Observation.text:#allergies-desc-1
2021-02-12 15:53:15.653 [main] INFO  gov.cdc.dhcp.hehr.dcp.cda2d4m.CDA2D4M(180) - <==Finish
